Time-Step;flow-time;jmag(plano-eletrodos-a);jmag(plano-eletrodos-b);jmag(plano-eletrodos-c)
908.0;0.075364;18200998.47358207;9389288.125486882;6103752.210516065
909.0;0.075447;18354922.11590811;9378851.817480939;6407004.797934272
910.0;0.07553;18007889.78555062;8414129.530261636;6758126.648958541
911.0;0.075613;17979165.83099807;8291988.363420425;7072841.474368531
912.0;0.075696;17492374.29555623;7125346.256763171;7450830.676736586
913.0;0.075779;17387507.4737067;7003663.059964733;7791483.806406417
914.0;0.075862;16736322.8761174;5676990.531151379;8173440.970089338
915.0;0.075945;16680124.44113788;5673071.195433783;8567299.69819674
916.0;0.076028;15850905.00211857;4268089.694067009;9037936.363510018
917.0;0.076111;15839901.7704864;4167576.724174905;9455209.229776597
918.0;0.07619400000000001;15126542.09190323;3187297.106729161;9883265.091502331
919.0;0.07627700000000001;14852374.96237956;2849349.763247184;10226547.83796128
920.0;0.07636000000000001;14566288.58929942;2199650.652490468;10599448.97909449
921.0;0.07644300000000001;13924853.48475667;1642915.428407354;10925063.07115613
922.0;0.07652600000000001;13630468.56634121;1142250.247810137;11222304.30884621
923.0;0.07660900000000001;13078683.82569503;615330.9045728396;11491394.87104815
924.0;0.07669200000000001;12762693.04457044;194272.4858346699;11752430.42172452
925.0;0.07677500000000001;12309409.23359888;343120.1767807826;11989925.53940359
926.0;0.07685800000000001;11847158.25548767;806741.6259102282;12217807.54550895
927.0;0.07694100000000001;11404222.13805201;1308259.527203522;12455355.51525241
928.0;0.07702400000000001;10965891.26921305;1845279.516429506;12642185.39864393
929.0;0.07710700000000001;10431359.60920426;2464826.531993119;12858261.53335397
930.0;0.07719000000000001;9993533.553030355;3077432.428513804;13063385.62495359
931.0;0.07727300000000001;9358321.404757809;3756612.022306166;13231854.95548612
932.0;0.07735600000000001;8970010.784073683;4355814.154699575;13422327.55259891
933.0;0.07743900000000001;8392026.33113233;5008257.008387222;13586802.18150159
934.0;0.07752200000000001;7919315.160985732;5610466.411165381;13741508.78489329
935.0;0.07760500000000001;7432370.926592148;6202280.764401395;13889430.81717652
936.0;0.07768800000000001;6929380.205448008;6788431.729693558;14015517.74942078
937.0;0.077771;6453370.086382295;7349684.786018356;14161333.82929357
938.0;0.077854;5985875.868088913;7898465.634706989;14275390.6788207
939.0;0.077937;5516048.064652912;8448368.014946178;14416042.99310771
940.0;0.07802;5051478.09311721;8987019.31407612;14507915.71560256
941.0;0.078103;4604930.941454817;9548083.238195246;14705151.85324305
942.0;0.078186;4158669.315008216;10194577.02515134;14835952.0551382
943.0;0.078269;3723238.018652735;11081789.3985942;15328978.51816867
944.0;0.078352;3275530.790626376;12049076.60047897;15500620.81596116
945.0;0.078435;2885490.267067996;13378984.18880646;16564452.65083589
946.0;0.078518;2517966.686114739;14590758.42518002;16960778.27016419
947.0;0.078601;2167855.815908569;15807211.77714925;17958988.36732594
948.0;0.078684;1825119.190928493;16749400.14788731;18292855.61566108
949.0;0.078767;1495385.27908821;17788234.15674635;19001556.26032572
950.0;0.07885;1174819.893563639;18522922.02226239;19137325.10193286
951.0;0.078933;868775.0689236496;19252111.99971568;19475214.86610112
952.0;0.079016;562046.9889766817;19733721.57463785;19357123.24824528
953.0;0.079099;259900.8716342082;20235869.01351769;19442529.792859
954.0;0.079182;43167.82897799917;20546663.92266387;19154747.55031161
955.0;0.079265;340266.7716170491;20891344.72802808;19030701.8624867
956.0;0.079348;636481.2112054795;21101265.61915922;18671942.99421938
957.0;0.079431;931020.7972364731;21313264.1993341;18377890.9239069
958.0;0.079514;1223432.503963743;21434554.62725903;17932594.1068989
959.0;0.079597;1514363.095548696;21556013.41032875;17541727.50571408
960.0;0.07968;1804773.726056128;21607905.21864847;17039919.81347158
961.0;0.079763;2092450.955821233;21655825.9308724;16594502.53133587
962.0;0.079846;2377400.466938106;21630667.07492155;16025572.68407616
963.0;0.079929;2660857.23416832;21619208.10247942;15553753.84756535
964.0;0.080012;2942761.438632458;21531325.55549785;14941100.10441468
965.0;0.080095;3222685.460749207;21461754.12558647;14426615.3053959
966.0;0.080178;3500577.077584964;21321132.40649736;13791657.29706741
967.0;0.080261;3775096.844423892;21183018.45102018;13229838.45193319
968.0;0.080344;4051558.988775985;20970893.19501917;12560358.55678117
969.0;0.080427;4324776.834773964;20799109.23304565;12015681.73306883
970.0;0.08051;4605074.299844608;20546798.69612874;11311326.28023204
971.0;0.080593;4887161.755408737;20318747.31796872;10730713.19099403
972.0;0.080676;5188286.655574183;20014526.23210931;9988624.642935177
973.0;0.080759;5480236.650163664;19755544.72882547;9425800.864388963
974.0;0.080842;5784958.159267993;19393729.16121454;8628402.513662664
975.0;0.080925;6109260.175195362;19105773.50259944;8097061.344761387
976.0;0.081008;6437657.952417516;18678280.72057964;7193907.908803304
977.0;0.081091;6772640.774251196;18413562.69617878;6776647.104598311
978.0;0.081174;7160244.503323101;17999248.00976006;5934744.508783117
979.0;0.081257;7570018.566517293;17681790.07384785;5384244.643412932
980.0;0.08134;7984548.65602702;17287031.19318189;4660159.117750843
981.0;0.081423;8410857.642808264;16964011.96334903;4065160.976149078
982.0;0.081506;8863054.163704697;16651371.93046386;3443813.54180343
983.0;0.081589;9304307.261022618;16290652.35130923;2850854.415275489
984.0;0.081672;9713008.553067405;15902526.75882783;2256772.712945885
985.0;0.081755;10116766.96595839;15527086.06658923;1681229.712184053
986.0;0.081838;10466680.07374786;14967863.73784904;1099686.597710402
987.0;0.081921;10806232.43472779;14305313.36333286;550333.4865734357
988.0;0.082004;11097482.34802171;13650266.67428285;65126.16808393363
989.0;0.082087;11344756.30390046;13009036.86418555;365159.4174437145
990.0;0.08216999999999999;11589034.58716727;12333178.98965241;745239.9748880748
991.0;0.08225299999999999;11851991.28499072;11653794.30579954;1100131.453732121
992.0;0.08233599999999999;12105834.91211177;11059845.03036235;1437178.151651391
993.0;0.08241899999999999;12352218.88993802;10545789.62894929;1761056.833733577
994.0;0.08250199999999999;12650187.98126974;10065254.75676459;2079743.395798692
995.0;0.08258499999999999;12882924.75698104;9661438.328237964;2385517.000639447
996.0;0.08266799999999999;13113118.90173775;9146236.62126295;2692796.926346499
997.0;0.08275099999999999;13301327.84350953;8764361.40869762;2983982.799599652
998.0;0.08283399999999999;13585927.30997366;8457126.275980594;3267464.863344994
999.0;0.082917;13774651.61562118;8227511.337209762;3532899.024491411
1000.0;0.083;14080318.31486198;8009448.960099008;3798901.377733769
1001.0;0.083083;14378260.58594177;7980739.745554185;4062201.478826681
1002.0;0.083166;14998815.29455668;8203355.448952257;4329039.536464165
1003.0;0.083249;15680065.24679262;8719498.282616487;4582878.53643453
1004.0;0.083332;16489675.42932722;9244691.930396918;4846926.777144108
1005.0;0.083415;17208806.35620727;9829140.130435424;5104853.667745003
1006.0;0.083498;17755178.82368166;9899436.02908022;5386807.859923658
1007.0;0.083581;18213661.45126056;10212686.13199094;5663124.247000638
1008.0;0.083664;18200150.84540235;9465330.422890924;5984705.483444718
1009.0;0.083747;18425499.30797506;9652735.523446277;6274812.004933858
1010.0;0.08383;18055455.83604671;8531344.158852817;6620633.289180986
1011.0;0.083913;18073528.5400095;8366739.928533899;6943536.705182373
1012.0;0.083996;17311551.51412054;7222474.430781663;7302153.001256364
1013.0;0.084079;17576699.24190716;7084431.192172631;7655264.960058794
1014.0;0.084162;16334201.49477506;5917053.727548975;8021193.683491422
1015.0;0.084245;16921113.96445914;5489884.500973068;8414334.134973727
1016.0;0.084328;16218661.78677924;4906133.268905236;8838175.433096714
1017.0;0.084411;15987413.52677087;4144680.395748124;9293657.734077953
1018.0;0.084494;15621572.43914643;3719964.972576271;9706856.080932632
1019.0;0.084577;15050653.23155542;2867146.856857523;10105655.12132288
1020.0;0.08466;14810019.50320723;2464884.740601303;10459775.7559013
1021.0;0.084743;14190687.77918453;1812590.976652234;10810362.638598
1022.0;0.084826;13917390.69995651;1307003.846187428;11120075.48236815
1023.0;0.084909;13169873.70433662;733316.2241880423;11386044.2484274
1024.0;0.084992;13085255.80308838;340187.6913842725;11659243.45891023
1025.0;0.085075;12395609.54300372;232291.0080858476;11892246.09905257
1026.0;0.08515800000000001;12159273.94221283;615891.8083873601;12123838.54046158
1027.0;0.08524100000000001;11520350.41304711;1125213.369595177;12359905.96797864
1028.0;0.08532400000000001;11276324.95175296;1568114.268809356;12578268.28777859
1029.0;0.08540700000000001;10619846.91826041;2173419.486255849;12762988.00843882
1030.0;0.08549000000000001;10274219.80944292;2742138.118626787;12984754.95804214
1031.0;0.08557300000000001;9663332.378609672;3404469.991461309;13150570.50660653
1032.0;0.08565600000000001;9171292.860424692;4041943.295364309;13333752.64727448
1033.0;0.08573900000000001;8655435.240963329;4676108.094660689;13511177.01060823
1034.0;0.08582200000000001;8136014.0866655;5304088.547722689;13663186.35178058
1035.0;0.08590500000000001;7647465.545265423;5905883.488447323;13816859.77978348
1036.0;0.08598800000000001;7121370.350495513;6499243.268002117;13938073.41428874
1037.0;0.08607100000000001;6658793.580388961;7075830.74190266;14085724.98603893
1038.0;0.08615400000000001;6172000.662869225;7632172.51048325;14206406.76463511
1039.0;0.08623700000000001;5694219.412768995;8183770.017591622;14326038.58354579
1040.0;0.08632000000000001;5222536.660395053;8734076.977659715;14443796.00557988
1041.0;0.08640300000000001;4767674.861169223;9276120.914413324;14574136.76473613
1042.0;0.08648600000000001;4315947.825458711;9850385.007555576;14715006.31760938
1043.0;0.08656900000000001;3881212.172382093;10602583.96085502;14988841.45117765
1044.0;0.086652;3440956.049602602;11542396.18703759;15406649.05361412
1045.0;0.086735;3021301.171756211;12664316.52514301;15964984.73007949
1046.0;0.086818;2659216.32297205;13935641.66414176;16629948.18415478
1047.0;0.086901;2297034.662286048;15184024.63896137;17324082.76618863
1048.0;0.086984;1953767.288404486;16276158.00579544;18028651.11917083
1049.0;0.087067;1619429.999687921;17216872.79203627;18439972.41494074
1050.0;0.08715;1297579.602853596;18164631.13740165;19020342.78809433
1051.0;0.087233;987463.440815605;18855963.30804382;19155276.30877491
1052.0;0.087316;683728.0856943935;19507243.05307222;19386498.52913641
1053.0;0.087399;378651.343303743;19967681.18594036;19294021.94719086
1054.0;0.087482;77574.81324002917;20394185.90196214;19245353.18016407
1055.0;0.087565;223076.3011537804;20684890.58388091;18965836.74623485
1056.0;0.087648;519235.2837190244;20986505.84653824;18789059.33549552
1057.0;0.087731;814774.3049003356;21142797.40923313;18345997.9757452
1058.0;0.087814;1107527.895846645;21374733.01487181;18135164.7732704
1059.0;0.087897;1400761.737771875;21393955.01219646;17475925.67577863
1060.0;0.08798;1688685.435820677;21588062.47343981;17299039.31715529
1061.0;0.088063;1979849.672504033;21582445.14335408;16676219.88234104
1062.0;0.088146;2263757.779618221;21663707.61315477;16344951.78636765
1063.0;0.088229;2549594.929486943;21543998.59555082;15574770.03689716
1064.0;0.088312;2831192.327009378;21569774.69334349;15256092.08891628
1065.0;0.088395;3112732.443970294;21450923.19015136;14588073.16319834
1066.0;0.088478;3390157.437194888;21404502.36222227;14156692.93970676
1067.0;0.088561;3667328.986217812;21253032.50613419;13507280.5729152
1068.0;0.088644;3942124.272739998;21128633.51755327;12994117.13689349
1069.0;0.088727;4217636.143925888;20819261.47916247;12108910.98430244
1070.0;0.08881;4488192.169427309;20703291.08569813;11775492.32450642
1071.0;0.088893;4773703.099206693;20377540.37591655;10951364.78224888
1072.0;0.088976;5060009.934019257;20175635.04634847;10409586.38624948
1073.0;0.089059;5359993.159408315;19887098.94034264;9752516.185448712
1074.0;0.089142;5658154.769629341;19515785.63682061;8951709.765200183
1075.0;0.089225;5975980.42501567;19277938.34194945;8464767.16382757
1076.0;0.089308;6298445.813376502;18862702.14733038;7625954.181218999
1077.0;0.089391;6627262.754254066;18556015.07005475;7081448.623699652
1078.0;0.089474;7002499.577384477;18157216.8238977;6282758.102339143
1079.0;0.089557;7398005.689070777;17830566.32011736;5696147.59447863
1080.0;0.08964;7825122.804218764;17435163.8631037;4970691.560408554
1081.0;0.089723;8240861.285229527;17104520.01270642;4359534.804111516
1082.0;0.089806;8684743.844303664;16755850.96625608;3716267.802110183
1083.0;0.089889;9137096.857120534;16368589.52630225;3092699.159177215
1084.0;0.089972;9546467.804232908;15992125.40956089;2487165.070634126
1085.0;0.090055;9938995.129137645;15611549.66845013;1918838.249001694
1086.0;0.090138;10335195.64101727;15189229.46983143;1344300.29373735
1087.0;0.090221;10658914.04968184;14525856.95814744;772764.9300056024
1088.0;0.090304;10984091.78932232;13866059.18948128;254114.4901185835
1089.0;0.090387;11243487.58886328;13182627.62317318;204764.1842932568
1090.0;0.09047;11475952.86929079;12526630.29083133;599131.4627388321
1091.0;0.090553;11729069.00176674;11847085.88943992;963098.006527116
1092.0;0.090636;11992741.38733687;11204743.16741439;1308533.374639919
1093.0;0.090719;12249130.811899;10650724.69130342;1638755.286278717
1094.0;0.090802;12502657.93748794;10193853.92802363;1957719.121663697
1095.0;0.090885;12784515.09157767;9729536.384254554;2271314.112420126
1096.0;0.090968;12992816.99937459;9328586.487033168;2572817.152849012
1097.0;0.09105099999999999;13242283.23250007;8874105.271606024;2873395.316315697
1098.0;0.09113399999999999;13452632.2925056;8522243.736112766;3159589.287661128
1099.0;0.09121699999999999;13685865.86457499;8252971.450407464;3432993.925713521
1100.0;0.09129999999999999;13968053.59913159;8055456.348537643;3699361.338270394
1101.0;0.09138299999999999;14194209.3914967;7882716.458018971;3965111.090492161
1102.0;0.09146599999999999;14623550.06315063;7953601.450888227;4233275.298486929
1103.0;0.09154899999999999;15246245.59998045;8285621.500966494;4491636.894756041
1104.0;0.09163199999999999;16030388.49625338;8910778.471273515;4749054.274461524
1105.0;0.09171499999999999;16722508.61664591;9261692.781829955;5012273.088044523
1106.0;0.09179799999999999;17457120.59597234;9949374.9558348;5275824.284337359
1107.0;0.091881;17764622.27344057;9609934.745748335;5572476.802988957
1108.0;0.091964;18287229.8045239;10127817.33050711;5847741.135663223
1109.0;0.092047;18134244.55111162;9170880.727469448;6178482.122233373
1110.0;0.09213;18325345.2968444;9270085.423936129;6480977.82491846
1111.0;0.092213;17884740.22793122;8169582.7952994;6831461.70445207
1112.0;0.092296;17856422.84486572;8164496.161489488;7148700.768122438
1113.0;0.092379;17411421.44723831;6829739.010908199;7542149.719867505
1114.0;0.092462;17165344.14507755;6839427.840133919;7871180.56618224
1115.0;0.092545;16730561.5902728;5509432.725447517;8266961.934204343
1116.0;0.092628;16307478.92844123;5378198.530468839;8665273.840404307
1117.0;0.092711;16084085.6306811;4265731.396719096;9140416.275855808
1118.0;0.092794;15496539.82478158;3995924.179900042;9556367.054112304
1119.0;0.092877;15325697.07043461;3194138.89855545;9980485.315666836
1120.0;0.09296;14408308.14488629;2632655.455484925;10314528.4423131
1121.0;0.093043;14603112.82500547;2127716.559391076;10686384.77587739
1122.0;0.093126;13828084.74215398;1531389.738604053;10997244.39070196
1123.0;0.093209;13679005.44595308;1076658.381143532;11292028.70455245
1124.0;0.093292;13060985.14934374;545326.3058873687;11562526.92041514
1125.0;0.093375;12749562.08986511;144800.9485014971;11817083.9138865
1126.0;0.093458;12146350.01526769;452748.6441497357;12051863.38259512
1127.0;0.093541;11890254.25908773;873850.1224573741;12290177.18901188
1128.0;0.093624;11319463.60936845;1416548.778321941;12522209.84089534
1129.0;0.093707;10888661.74995421;1962374.480275735;12712377.36068474
1130.0;0.09379;10370953.28828886;2574831.058467458;12909863.52515643
1131.0;0.093873;9828057.18580265;3224637.445094578;13128235.99201771
1132.0;0.093956;9368874.851199139;3842977.157523313;13278147.77814094
1133.0;0.094039;8848744.840321004;4484658.759060416;13498056.83226542
1134.0;0.09412200000000001;8321229.971186422;5107153.472217155;13612702.87877148
1135.0;0.09420500000000001;7857533.029612302;5711944.991181089;13811174.03608004
1136.0;0.09428800000000001;7345620.6944507;6302860.466440704;13917153.58292264
1137.0;0.09437100000000001;6850265.99349617;6890961.566642956;14087113.31644907
1138.0;0.09445400000000001;6380548.994950777;7440790.825192815;14186832.10307639
1139.0;0.09453700000000001;5909431.352756849;8000172.482946875;14341193.40426386
1140.0;0.09462000000000001;5434910.264191112;8543803.555276468;14434483.20710787
1141.0;0.09470300000000001;4970188.755425543;9098521.753427092;14594077.59878133
1142.0;0.09478600000000001;4516597.24040507;9643391.037611725;14699981.96660185
1143.0;0.09486900000000001;4072868.992977613;10375694.65845878;15001677.30162306
1144.0;0.09495200000000001;3633859.779197333;11262055.73466822;15301839.84695308
1145.0;0.09503500000000001;3194881.663089388;12404565.76125957;16012601.40734579
1146.0;0.09511800000000001;2809427.128517668;13571600.78533487;16328704.82927924
1147.0;0.09520100000000001;2451636.776664728;14963158.7318779;17474294.82689614
1148.0;0.09528400000000001;2090640.083285043;15751314.62473732;17330155.08756737
1149.0;0.09536700000000001;1761228.584637291;16982431.00628988;18663716.33825673
1150.0;0.09545000000000001;1429524.809107239;17858596.40029332;18917738.1871954
1151.0;0.095533;1114262.896616912;18676609.64923403;19309322.98334931
1152.0;0.095616;807451.0801955105;19314313.94309129;19437279.59643234
1153.0;0.095699;503416.5008607329;19811875.84023409;19404324.77635225
1154.0;0.095782;200498.9589218774;20252136.07329598;19338741.50308446
1155.0;0.095865;100279.9138539378;20630660.52079871;19215867.79485276
1156.0;0.095948;397895.2951599445;20907393.32046559;18941520.13509651
1157.0;0.096031;693444.1979022381;21152183.67796106;18664642.5866676
1158.0;0.096114;987639.102571528;21336340.03203085;18315033.21448756
1159.0;0.096197;1279826.9935308;21432135.906703;17821380.22733299
1160.0;0.09628;1569721.78345606;21557907.26654134;17464201.22355627
1161.0;0.096363;1859264.458770137;21627861.74743298;16999347.29115032
1162.0;0.096446;2146011.012548125;21699098.26043876;16612778.54448313
1163.0;0.096529;2430367.757421378;21665862.33658819;16025780.38575013
1164.0;0.096612;2713710.68377273;21669989.88545073;15590981.83214087
1165.0;0.096695;2995395.342086772;21570315.41899088;14953639.449221
1166.0;0.096778;3275824.446840146;21475652.54373981;14387447.1005555
1167.0;0.096861;3551279.773882217;21350121.41431198;13813947.45813469
1168.0;0.096944;3827614.239092774;21180817.20259186;13191905.43056524
1169.0;0.097027;4101994.429651661;20990741.29074785;12575384.27424135
1170.0;0.09711;4374526.769358031;20771901.43686358;11931246.43137953
1171.0;0.097193;4655053.034094837;20531609.42187514;11287975.89542239
1172.0;0.097276;4941786.039875558;20263568.9345652;10618892.01726405
1173.0;0.097359;5242617.797933923;19983461.12477773;9954673.945575092
1174.0;0.097442;5536441.467734124;19670406.72386365;9268219.320899196
1175.0;0.097525;5846903.780230668;19351140.7643268;8604968.023271414
1176.0;0.097608;6168515.800642574;19008479.00298461;7907454.919914671
1177.0;0.097691;6491852.381701963;18646651.3842206;7241326.601688129
1178.0;0.097774;6839348.472635511;18270317.363543;6508188.20400546
1179.0;0.097857;7235006.654982846;17944697.1494177;5899809.567995274
1180.0;0.09794;7646410.290933872;17584108.35117079;5212529.439349279
1181.0;0.098023;8058453.202466915;17237458.69248331;4580140.561155567
1182.0;0.098106;8500172.276303917;16879577.78498156;3934721.306457303
1183.0;0.098189;8947860.462888237;16495279.8816053;3301820.771724617
1184.0;0.098272;9375708.16909662;16151058.76951578;2705080.307250779
1185.0;0.098355;9772342.346865455;15783968.77580792;2133250.740335746
1186.0;0.098438;10177241.12161882;15382041.9468017;1560964.306177383
1187.0;0.098521;10536756.25039791;14891975.60741889;1005551.513669248
1188.0;0.098604;10855672.26310544;14165390.26498722;456771.0177780841
1189.0;0.098687;11149307.74510777;13569390.89967784;29145.52230677593
1190.0;0.09877;11393039.46139918;12862383.02519038;438755.7574337829
1191.0;0.098853;11632550.97873133;12203381.09117657;812041.5617392168
1192.0;0.098936;11895511.35892016;11499787.79441608;1166428.472461032
1193.0;0.099019;12146729.41765404;10916655.69717679;1502110.518516913
1194.0;0.099102;12391165.19154787;10403701.9518418;1826319.955372363
1195.0;0.099185;12697668.1268057;9941855.100945238;2142899.82326101
1196.0;0.099268;12897141.52236502;9521332.654581398;2448071.820506508
1197.0;0.099351;13142503.78542624;9042129.084087484;2753193.85476113
1198.0;0.099434;13349545.93440566;8654911.130418036;3044432.593793397
1199.0;0.099517;13594637.36365712;8355798.785714227;3324159.154469041
1200.0;0.0996;13823611.62044795;8133008.36467218;3590980.821427055
