"Time-Step";"flow-time";"current_in_a";"current_in_b";"current_in_c"
407;0.03391531;26400613.04610039;8443131.933895266;14158436.48326226
408;0.03399864;26321638.56500012;7609422.586555369;14960726.81457792
409;0.03408197;26193899.33286883;6764060.939568665;15752777.02197133
410;0.0341653;26035897.30716975;5917141.450376356;16518309.56607808
411;0.03424863;25831634.58520807;5086441.48324986;17201344.72775797
412;0.03433196;25594878.91025376;4271386.532532836;17900603.85365744
413;0.03441529;25335543.20531717;3480277.336360806;18549547.43451967
414;0.03449862;25040073.48606582;2711005.39789788;19240531.91530252
415;0.03458195;24729132.33501233;1983394.891167402;19858028.81670794
416;0.03466528;24366948.70668315;1296272.601314067;20427893.58807975
417;0.03474861;23986460.76177811;645586.7809109186;21010430.4803349
418;0.03483194;23577653.34680212;134970.6014156751;21485018.76388781
419;0.03491527;23130657.32882575;563977.2203613585;21907576.62237993
420;0.0349986;22665764.912405;1093883.668389472;22351443.71927542
421;0.03508193;22174306.84556706;1596898.594952614;22740617.81341174
422;0.03516526;21669149.20764611;2072386.357565196;23094985.26550238
423;0.03524859;21139077.02852179;2528093.911994932;23416690.69572318
424;0.03533192;20589148.22624704;2969619.838516187;23724267.60264575
425;0.03541525;20022109.92409875;3403399.069945529;23986933.40655335
426;0.03549858;19433150.81898757;3831815.64141303;24210428.16657612
427;0.03558191;18815304.94333178;4256869.88063908;24413283.21583233
428;0.03566524;18175165.96054681;4713532.293213014;24620880.62625551
429;0.03574857;17500977.21894865;5195086.190454938;24787300.37284162
430;0.0358319;16791309.29917731;5738478.465646109;24908818.12431654
431;0.03591523;16046009.86752722;6370048.975829342;25039934.89172624
432;0.03599856;15262652.68174689;7033441.183009535;25135769.7984631
433;0.03608189000000001;14447787.25371578;7727706.16383009;25209304.67267385
434;0.03616522;13606390.43783785;8427552.429690462;25268061.89656858
435;0.03624855;12742992.78558883;9152077.674272954;25268677.11070582
436;0.03633188;11857440.68396646;9902997.59580213;25295767.65513217
437;0.03641521;10962973.26902604;10654631.37601356;25283987.30690098
438;0.03649854;10057173.46677354;11431460.82797315;25170454.97733874
439;0.03658187;9126338.379013518;12217980.32740207;25090103.02070745
440;0.0366652;8177210.612992866;13031333.55244064;24968226.30367535
441;0.03674853;7213018.786817874;13839267.92805082;24821290.57964979
442;0.03683186;6273850.396983954;14627027.8424602;24659514.20665079
443;0.03691519;5356398.84373976;15387894.57803991;24469601.53836999
444;0.03699852;4464508.676428379;16133312.90583823;24260837.20676381
445;0.03708185;3610043.98458167;16873891.88919782;24028077.28763599
446;0.03716518;2792731.893798395;17624442.50001748;23783425.38907729
447;0.03724851;2025538.191600723;18380834.67865524;23543875.42534801
448;0.03733184000000001;1333539.318618355;19103947.06181542;23300579.16059178
449;0.03741517;733606.7029963932;19806592.96315863;23049226.68886762
450;0.0374985;193786.748990749;20517245.37279024;22788345.72684784
451;0.03758183;313017.401479111;21191998.23285314;22512471.55671941
452;0.03766516;785494.4045684775;21838248.6387735;22218186.3808351
453;0.03774849;1242362.1220124;22444174.74974204;21901836.10542208
454;0.03783182;1688455.231253102;23015277.7417889;21558800.92797342
455;0.03791515;2126019.893963823;23526916.91613109;21175637.85874742
456;0.03799848;2557652.024791595;23986882.86674919;20762712.88642555
457;0.03808181;2984907.202815956;24416959.72258068;20322406.96058735
458;0.03816514;3408074.773603489;24793135.24675869;19838352.94619403
459;0.03824847;3830836.238025371;25116836.84573236;19313896.48264719
460;0.0383318;4256266.31802073;25414845.73154737;18753787.14636347
461;0.03841513;4684070.524533876;25642583.61106864;18139033.60163917
462;0.03849846;5136898.018444171;25812544.54000096;17487241.84292202
463;0.03858179;5613632.095178489;25953410.07425301;16787448.39285784
464;0.03866512;6132481.065135675;26040164.16068767;16045891.16781157
465;0.03874845;6696125.040615372;26094813.06832305;15266401.98291208
466;0.03883178;7351071.148843649;26103912.80779361;14436472.59776649
467;0.03891511;8069068.072884809;26083568.94571741;13585731.08563612
468;0.03899844;8801901.776635896;26015952.68628844;12690351.75855092
469;0.03908177;9582722.86888258;25917043.68418908;11772275.61072935
470;0.0391651;10416576.22084781;25788279.79982282;10841566.12992698
471;0.03924843;11223816.41332442;25624329.17095442;9899779.029911866
472;0.03933176;11999473.216888;25437716.96076329;8956418.235043773
473;0.03941509;12772701.23344414;25212874.20434968;8005348.756694474
474;0.03949842;13535653.87388088;24971751.52355325;7057376.711234117
475;0.03958175;14229626.97311569;24693274.33396125;6128618.932368251
476;0.03966508000000001;14916062.30466634;24403451.57298328;5225954.131224806
477;0.03974841;15597608.58572212;24087262.84013062;4353233.105700908
478;0.03983174;16289653.84552073;23749856.83993519;3529725.485357639
479;0.03991507;16947442.86252548;23413879.43833795;2768415.443107805
480;0.0399984;17596322.19531459;23065092.80975611;2065958.374706083
481;0.04008173;18202334.36947381;22704758.19186763;1418732.528603221
482;0.04016506;18793715.53197944;22341373.95277814;824152.6553922751
483;0.04024839;19335766.45579544;21980962.92021419;280415.6690070796
484;0.04033172;19859371.44327929;21617377.93560261;228039.6385979563
485;0.04041505;20388325.82896325;21226501.75884052;703748.3750959084
486;0.04049838;20909926.48479397;20838743.71746349;1160236.567876235
487;0.04058171;21393027.54921139;20423950.30049893;1605516.175898532
488;0.04066504;21854729.48898671;19976935.59667967;2045306.618974628
489;0.04074837;22279426.80408726;19520583.46782502;2483373.648446841
490;0.0408317;22698342.67434754;19042161.53987993;2917535.593271284
491;0.04091503000000001;23110793.20055433;18555631.50889814;3354077.293062459
492;0.04099836;23493603.96658576;18062560.91383494;3789545.957581147
493;0.04108169;23839881.26604958;17545905.94551032;4224007.545905495
494;0.04116502;24163007.2879714;17019581.29756199;4667935.776059013
495;0.04124835;24499441.62280276;16485959.16872006;5129306.871364902
496;0.04133168;24782695.66552647;15919442.0162146;5620005.562799057
497;0.04141501;25055631.45200397;15356511.33527027;6149019.409485273
498;0.04149834;25328867.90443913;14773614.00741728;6723391.11088771
499;0.04158167;25585274.92747798;14165828.63928098;7347773.284603828
500;0.041665;25815327.42171803;13543073.47435618;8010061.064903222
501;0.04174833;26028960.83362202;12898681.77857184;8772041.813014865
502;0.04183166;26193908.68510986;12235084.87777965;9695087.97092017
503;0.04191499;26332703.80185993;11535322.35661272;10639568.65787956
504;0.04199832000000001;26430462.14773465;10809479.05602049;11567604.10285147
505;0.04208165;26471108.25221835;10069541.98591712;12442015.8147784
506;0.04216498;26477122.4334936;9294079.353695067;13312801.89536444
507;0.04224831;26435135.21229748;8489239.121646827;14157304.23428714
508;0.04233164;26355620.63529444;7664314.063693992;14955932.14195764
509;0.04241497;26222627.6751177;6823306.365675512;15750212.6268893
510;0.0424983;26067179.2661063;5978771.428340555;16514732.99774591
511;0.04258163;25876018.10334109;5136498.394533437;17245959.67455215
512;0.04266496;25635259.01968735;4324881.695130857;17926070.16322821
513;0.04274829;25349705.29509518;3536084.234833768;18554125.54115599
514;0.04283162;25015610.22914818;2762953.337104605;19211985.53291083
515;0.04291495;24656084.16726819;2028788.955800539;19829225.47730007
516;0.04299828;24292941.4151048;1331448.603211682;20441252.85351323
517;0.04308161;23894010.22220287;678146.2391550507;20970096.82442807
518;0.04316494;23497620.01549333;141736.0497986512;21479578.02559787
519;0.04324827000000001;23078090.15056222;550721.9415760072;21983485.75180999
520;0.0433316;22630515.0787646;1083791.397439587;22431349.28874475
521;0.04341493;22158350.53017374;1589110.100101524;22833789.07486556
522;0.04349826;21673267.56688423;2065336.61748699;23182691.92662174
523;0.04358159;21158578.11694751;2524344.083736302;23531630.62041337
524;0.04366492;20611778.07904289;2967173.320845773;23845933.18143821
525;0.04374825;20061564.48041648;3401147.386821973;24092756.68241702
526;0.04383158;19483680.09513614;3827604.811262248;24315168.61434854
527;0.04391491;18879375.22034597;4253169.183001496;24524474.16517742
528;0.04399824;18234198.91430654;4708701.278876706;24714752.36292148
529;0.04408157;17546223.02345902;5197215.35245782;24888913.91481996
530;0.0441649;16815467.35209456;5741252.344938009;25006250.04841349
531;0.04424823;16048047.11496291;6372286.529991542;25134054.28225712
532;0.04433156;15241887.48204867;7041144.023218773;25212410.61759935
533;0.04441489;14413516.68923458;7736885.888668605;25292712.04821525
534;0.04449822;13572173.72724745;8436526.833775489;25326425.62124392
535;0.04458155;12707064.17591025;9166792.762956077;25351052.29253886
536;0.04466488;11823217.1846256;9929787.449605048;25359507.5029408
537;0.04474821;10927032.82666412;10682206.19756662;25331687.1869094
538;0.04483154;10027364.12327792;11462618.19754018;25243969.85368463
539;0.04491487;9114250.786124291;12257379.10684678;25139980.64539982
540;0.0449982;8188830.739133253;13066369.59454466;25023438.66523231
541;0.04508153;7252091.668084812;13872078.75638769;24879002.40019251
542;0.04516486;6308908.079144895;14663623.744248;24724205.79425331
543;0.04524819;5382308.208840246;15443768.85623243;24526789.00455292
544;0.04533152;4483220.400340158;16212300.07191779;24314449.95441423
545;0.04541485;3625965.661785171;16962157.16360582;24088644.62328494
546;0.04549818;2808203.214290508;17721435.99413424;23857566.35399754
547;0.04558151000000001;2034738.745341456;18481740.91697079;23610799.82740173
548;0.04566484;1335915.574502904;19222929.38868039;23357938.87023997
549;0.04574817;731173.1598688433;19943908.6000846;23111429.58712864
550;0.0458315;189527.15870706;20657567.76824086;22852039.73657619
551;0.04591483;317197.4049387549;21326556.81031819;22573753.54826896
552;0.04599816;790662.7245845411;21966080.45421233;22271578.97832874
553;0.04608149;1247069.608392656;22574188.93026105;21967124.96054891
554;0.04616482;1692366.536356753;23136368.05203963;21633304.72448663
555;0.04624815;2131761.014973585;23678126.43264018;21255446.70451465
556;0.04633148;2561322.615730257;24114206.54357609;20834634.1172663
557;0.04641481;2989760.775438828;24555055.17915899;20384887.65821759
558;0.04649814;3413927.085220718;24924498.08959777;19889336.6132975
559;0.04658147;3833642.342964937;25231777.23320895;19363517.14746056
560;0.0466648;4257344.583226904;25536146.09446791;18814173.95616248
561;0.04674813;4688113.598783012;25756947.47829466;18202722.23831894
562;0.04683146000000001;5140388.813038578;25929652.1778836;17540177.2671768
563;0.04691479;5620947.329124599;26057350.51452637;16836404.3042169
564;0.04699812;6138919.617771257;26140991.80139527;16091715.7464947
565;0.04708145;6707978.269592308;26192010.46721506;15308907.72924115
566;0.04716478;7368028.799696887;26192138.71436606;14475502.16392962
567;0.04724811;8078941.307860354;26165582.80495232;13621305.69705034
568;0.04733144;8817589.772923704;26101379.40071214;12731364.2088789
569;0.04741477;9598998.612997334;26000819.26541517;11811436.26184467
570;0.0474981;10445469.46111443;25873929.16152294;10875700.37233688
571;0.04758143;11249782.82498498;25721150.57014684;9934290.680314947
572;0.04766476;12024508.10300647;25533713.16111952;8989483.144119868
573;0.04774809;12802775.16895692;25303952.01792199;8031515.35954781
574;0.04783142;13530193.04515018;25064877.20746252;7089303.346909931
575;0.04791475000000001;14236151.74175299;24787775.32519418;6156285.657647646
576;0.04799808;14936693.40099502;24485992.66791678;5246371.356928964
577;0.04808141;15641595.57979805;24159624.51342389;4368368.987223543
578;0.04816474;16330188.03807907;23818759.07706293;3540697.149131606
579;0.04824807;16986278.40165524;23474678.46667091;2778213.738750722
580;0.0483314;17624105.19440182;23131276.37893607;2074439.802688397
581;0.04841473;18233241.32588045;22774689.54959973;1425107.990348015
582;0.04849806;18797410.35017027;22420672.03415626;831925.3331996647
583;0.04858139;19353411.22770713;22057645.22374955;286532.2158769376
584;0.04866472;19894508.97992037;21705487.80141626;222854.9948311721
585;0.04874805;20437240.98203433;21322291.22422878;699392.266017113
586;0.04883138;20938955.45350172;20921298.05621106;1156399.811371697
587;0.04891471;21414780.34246914;20497946.76370303;1602313.104428877
588;0.04899804;21874171.35114252;20060568.33285886;2041703.23326775
589;0.04908137;22311876.62164857;19596995.15715107;2478673.88674916
590;0.04916470000000001;22734791.67364552;19122234.78270539;2915623.833298168
591;0.04924803;23126644.19102916;18633350.83057756;3352969.591349008
592;0.04933136;23491231.68273599;18130190.36881993;3786895.40984991
593;0.04941469;23847323.28703235;17621572.40282403;4221215.85725788
594;0.04949802;24196456.80015151;17093266.84255434;4668531.786882775
595;0.04958135;24533714.17315109;16559245.01082454;5127899.751660275
596;0.04966468;24856192.57280968;16010254.12381929;5618371.195861756
597;0.04974801;25148299.81673121;15446638.13982324;6147749.278724778
598;0.04983134;25421342.09637276;14852779.20590789;6723239.812452164
599;0.04991466999999999;25676680.96011787;14247126.30101853;7348615.983484266
600;0.049998;25904468.60954202;13617250.03223175;8010880.637307337
601;0.05008133000000001;26092841.54019996;12969607.83376079;8778141.424947485
602;0.05016466;26250702.88093987;12292492.46613333;9704187.577215998
603;0.05024799000000001;26378629.30455018;11588807.96898472;10641730.50656412
604;0.05033132;26462628.68266387;10858168.94163813;11565315.50404808
605;0.05041465000000001;26508018.75311622;10101657.22225455;12454739.49682884
606;0.05049798;26491903.84076532;9306423.047589663;13337488.76524546
607;0.05058131;26438052.45968207;8486371.831292305;14193387.11196073
608;0.05066464;26338382.36052041;7649379.471425897;14989437.2338838
609;0.05074797;26218571.89971282;6805467.480022853;15789402.16860895
610;0.0508313;26031726.66575779;5952648.238824494;16556760.63118421
611;0.05091463;25817812.97484275;5125291.105825278;17263416.40722578
612;0.05099795999999999;25571119.35003037;4314368.213686941;17930740.34195563
613;0.05108129;25280949.67622561;3517383.348329016;18611820.93587048
614;0.05116461999999999;24956420.45294441;2747018.438665183;19278122.29085903
615;0.05124795;24602134.00965833;2013715.273433505;19881288.15951885
616;0.05133128000000001;24227211.96192497;1323733.389619267;20417759.60523426
617;0.05141461;23851596.48975626;677325.880364579;20954510.21603753
618;0.05149794000000001;23463911.01059262;141546.0660336243;21498097.58320824
619;0.05158127;23052750.82891383;546141.0728656899;22001616.79569466
620;0.0516646;22625247.46029724;1076828.571201675;22468964.94869302
621;0.05174793;22179670.83512626;1580169.61136677;22891950.87930853
622;0.05183126;21686741.99898208;2056270.985144079;23242345.59507839
623;0.05191459;21179811.8376989;2513543.523051808;23561326.72733548
624;0.05199792;20628585.67170459;2956214.568845639;23894184.46047577
625;0.05208125;20075137.48788974;3389846.719479711;24187514.18628357
626;0.05216458;19477019.20000226;3817391.305623602;24411706.40866426
627;0.05224790999999999;18858459.45626825;4243257.740834013;24619788.46976358
628;0.05233124;18198945.66059853;4700490.497553648;24798923.20857456
629;0.05241457000000001;17519155.32601806;5182443.765680294;24964960.28138302
630;0.0524979;16795739.39668977;5728666.899434012;25100528.00344423
631;0.05258123000000001;16035280.07768363;6354797.557648333;25225995.96415471
632;0.05266456;15231676.72623569;7025805.924411663;25311053.27881346
633;0.05274789000000001;14399012.08015206;7718407.241185232;25383866.93585578
634;0.05283122;13537695.17314909;8415902.292674106;25407605.43052741
635;0.05291455;12650404.88848702;9149161.612422965;25425289.30862478
636;0.05299788;11753530.59128596;9911486.657955825;25439317.85867007
637;0.05308121;10850000.27162996;10672530.53032426;25385906.55059099
638;0.05316454;9920432.417632235;11458643.29229961;25320994.58586367
639;0.05324787;8990750.923391595;12257361.70414311;25225683.49175287
640;0.0533312;8042513.429008785;13075043.52591244;25094233.91827314
641;0.05341453;7077228.194093212;13896312.27510949;24941990.91798372
642;0.05349785999999999;6114340.590302592;14699824.1827068;24768254.68429934
643;0.05358119;5158797.836630706;15493950.30441857;24567639.68935158
644;0.05366452000000001;4255728.414275784;16264134.96335246;24353726.53672291
645;0.05374785;3403365.83312447;17017623.15839263;24114990.24703763
646;0.05383118000000001;2608797.062390196;17769193.78728124;23882056.97540261
647;0.05391451;1882811.869749436;18507954.35132523;23622640.92959564
648;0.05399784000000001;1234959.005485832;19252297.82583482;23385498.28362638
649;0.05408117;667990.0157589054;19978550.99165897;23139153.80333207
650;0.0541645;160402.8200389276;20681607.58338404;22883288.63097674
651;0.05424783;321850.7050372856;21366565.69082872;22594610.06991028
652;0.05433116;778954.1293006848;22002604.90516811;22279051.0524857
653;0.05441449;1225832.903666896;22596694.65239848;21972263.31822904
654;0.05449782;1665782.604059819;23159139.4612591;21646995.42005133
655;0.05458114999999999;2100742.167204506;23678997.1162646;21271850.74082623
656;0.05466448;2530103.633311886;24131074.60379237;20856065.81622263
657;0.05474781000000001;2955925.723768025;24549471.95395485;20409340.11625724
658;0.05483114;3376823.18499646;24907873.642933;19913104.24757091
659;0.05491447000000001;3796174.627529779;25237733.33143362;19382401.97859337
660;0.0549978;4215756.377574735;25520682.27316537;18810894.79698687
661;0.05508113000000001;4652161.939175743;25774223.70141265;18203427.09754033
662;0.05516446;5106546.948123951;25941687.12313492;17556584.00478888
663;0.05524779;5592097.731499606;26078634.69994633;16866037.3137327
664;0.05533112;6121705.313250873;26163645.99831863;16122308.62672006
665;0.05541445;6692313.74974495;26220489.93561376;15329957.75889069
666;0.05549778;7358840.207029692;26228198.08018114;14496496.5824825
667;0.05558111;8069637.74867927;26202073.18882479;13636677.42207423
668;0.05566444;8803287.648829691;26143604.8647495;12746117.79087717
669;0.05574777;9602972.562076254;26048455.24548182;11827807.57262625
670;0.05583109999999999;10431218.344856;25918449.91286738;10889674.53825021
671;0.05591443;11216621.64741528;25761701.69834182;9942467.206702009
672;0.05599776000000001;11995496.66489829;25564571.01135694;8991289.34061848
673;0.05608109;12780341.59977844;25338109.03541803;8027885.794644782
674;0.05616442000000001;13538391.16638652;25081228.60462371;7070545.134898243
675;0.05624775;14225654.4886732;24818818.46398245;6144525.743163341
676;0.05633108000000001;14909508.84145265;24514754.46740326;5233328.534087141
677;0.05641441;15598305.80516482;24190077.97694859;4358569.850947118
678;0.05649774;16303141.69060674;23858733.98836724;3533082.241696063
679;0.05658107;17000621.61690418;23517365.55876946;2769626.121745788
680;0.0566644;17636610.36257179;23174010.78110928;2069018.263720013
681;0.05674773;18242119.28049307;22814211.70242786;1420864.495451236
682;0.05683106;18816246.83454411;22460553.43509161;828312.1668853648
683;0.05691439;19382138.53580014;22102176.60040903;284319.8462449161
684;0.05699772;19942032.55354322;21746719.8122829;223859.2460894456
685;0.05708104999999999;20474319.53272162;21366715.0904529;699207.1065557852
686;0.05716438;20980493.99412917;20970137.2822155;1155036.832965167
687;0.05724771000000001;21481941.6568666;20547832.74184326;1601041.013315588
688;0.05733104;21931163.90752187;20106839.04852154;2039680.419262401
689;0.05741437000000001;22370073.87780835;19653301.31373394;2477425.089753285
690;0.0574977;22810711.29209115;19175782.22735769;2913635.49329869
691;0.05758103000000001;23224161.53057411;18688459.98968447;3350420.099543208
692;0.05766436;23591281.72867205;18189245.36038596;3785129.281032415
693;0.05774769;23963301.369693;17681259.77657007;4219362.341683649
694;0.05783102;24281922.97378056;17155716.87188113;4666702.832452728
695;0.05791435;24591141.11833317;16614867.57806945;5125513.220067401
696;0.05799768;24888000.53523387;16055059.79302773;5615377.439250313
697;0.05808101;25136744.59383062;15474704.79978935;6145836.08064428
698;0.05816433999999999;25382530.55049257;14865997.94981816;6722316.469882838
699;0.05824767;25602600.3013262;14248952.45661987;7346320.659021832
700;0.05833100000000001;25820841.98938017;13609358.22340719;8005155.121315778
701;0.05841433;25984722.04853943;12942420.42525499;8765439.037995527
702;0.05849766000000001;26158279.38578435;12263370.14178496;9698106.885629218
703;0.05858099;26277652.43918785;11554652.00805574;10631425.20768505
704;0.05866432000000001;26374362.48227687;10825472.16284458;11557114.38471747
705;0.05874765;26422223.43639286;10070080.15762463;12447256.0099954
706;0.05883098;26424205.75966224;9282317.397734089;13328379.31290419
707;0.05891431;26392126.84518427;8468541.461115932;14199587.81807377
708;0.05899764;26308133.72865317;7637934.188295902;15012785.17548368
709;0.05908097;26184971.91509164;6804599.982841868;15779485.79718704
710;0.0591643;26023430.49267501;5964406.780249783;16505934.09574685
711;0.05924763;25822813.4365448;5134740.283048782;17202574.70867826
712;0.05933096;25606777.02358131;4316006.639906937;17911593.4823201
713;0.05941428999999999;25352453.11292301;3517500.074659387;18603938.09826449
714;0.05949762;25071899.0215442;2751522.417114204;19244234.91137518
715;0.05958095000000001;24756729.40231953;2023842.194093516;19815999.99182301
716;0.05966428;24397703.17923988;1332674.790084388;20389197.44102832
717;0.05974761000000001;24007971.59279649;680466.4772524707;20965110.2483591
718;0.05983094;23597944.38931038;140993.3114614843;21511559.58068675
719;0.05991427000000001;23164678.24759228;549069.6799925915;22004530.8140605
720;0.0599976;22711820.32975795;1080895.480084053;22460658.10124213
721;0.06008093;22243150.40250021;1588006.528807584;22900019.47800545
722;0.06016426;21754612.29373481;2060153.881214682;23243812.03452561
723;0.06024759;21251421.90278365;2514433.467865679;23574139.71609989
724;0.06033092;20712057.40046698;2963060.240423912;23882024.9089944
725;0.06041425;20164321.16868248;3391481.202381503;24159780.50595703
726;0.06049758;19577797.25667202;3822112.733402275;24413548.59205037
727;0.06058091;18959180.54195654;4249451.128486335;24612686.49978495
728;0.06066424000000001;18301168.25929571;4705837.258504217;24813822.27835235
729;0.06074757;17626572.30892123;5185467.375285174;24980137.82334702
730;0.06083090000000001;16901499.00623445;5737306.357139034;25100363.42796937
731;0.06091423;16154425.85446391;6358042.127238481;25217411.94688327
732;0.06099756000000001;15369758.79210377;7022177.754088181;25319417.10814039
733;0.06108089;14549753.32748234;7720111.016190527;25392288.37024819
734;0.06116422000000001;13705218.48578148;8419244.018618843;25417075.47016488
735;0.06124755;12843426.00865372;9156030.016057216;25473180.50332031
736;0.06133088;11965366.72405531;9908074.117436992;25458920.08344839
737;0.06141421;11051560.70876814;10668863.14330251;25404747.30738267
738;0.06149754;10133197.03818966;11458973.04095064;25364877.04231297
739;0.06158087;9195475.565986656;12260427.71195697;25249319.13335937
740;0.0616642;8245952.521470096;13069075.65769822;25128227.85176851
741;0.06174752999999999;7290672.75737327;13884509.60840429;24982978.42336198
742;0.06183086;6336778.149156196;14686510.64426604;24808835.56488669
743;0.06191419000000001;5406051.492121628;15464705.41324335;24595128.68308493
744;0.06199752;4507554.729584054;16230926.13893328;24396069.66716558
745;0.06208085000000001;3646502.177988658;16980060.59745331;24161032.92784863
746;0.06216418;2825860.893625069;17736190.19034542;23937346.49302082
747;0.06224751000000001;2049260.460948875;18487430.94305206;23689916.00850677
748;0.06233084;1346415.395918952;19226892.82675717;23440111.80457829
749;0.06241417;736769.5026147353;19956211.33902167;23178519.99780168
750;0.0624975;191573.4192018741;20691824.9307755;22910965.98770628
751;0.06258083;315512.5923556852;21350600.1450216;22621721.10071637
752;0.06266416;791644.7167932468;22013567.0774654;22319212.33884938
753;0.06274749;1246675.481662757;22601067.99402062;21996814.8567204
754;0.06283082;1694420.062811467;23172718.48735607;21654130.24348849
755;0.06291415;2130882.796314607;23676140.14446449;21267917.63674502
756;0.06299747999999999;2562582.252120279;24139733.45269994;20848752.68034517
757;0.06308081;2989495.488577346;24551363.89870282;20393325.6445677
758;0.06316414000000001;3415194.113509024;24912721.65427194;19891628.86562023
759;0.06324747;3837414.842049787;25228520.90209403;19356277.3519579
760;0.06333080000000001;4258019.639504771;25496400.09396081;18782735.82835447
761;0.06341413;4689251.573601224;25738673.80851108;18170461.97653303
762;0.06349746000000001;5139349.086180943;25918440.655795;17514344.67542865
763;0.06358079;5617328.939253952;26046276.50877561;16811349.98998213
764;0.06366412;6141526.632397101;26139783.4320029;16069835.50552404
765;0.06374745;6707622.165385047;26196295.72280283;15285447.79992305
766;0.06383078;7367090.846542239;26210007.80231211;14464499.54823793
767;0.06391411;8076284.88356189;26192087.65645809;13615903.45868543
768;0.06399744;8821085.517852809;26141614.99921008;12734913.40318218
769;0.06408077;9611100.932339398;26039036.76052976;11817381.93068424
770;0.0641641;10454437.7625919;25927499.69735422;10883696.46229685
771;0.06424743000000001;11268820.592009;25773697.9308259;9944073.076679792
772;0.06433076;12048192.96816614;25598369.15373287;9001847.402283475
773;0.06441409000000001;12818639.51462337;25380760.61538893;8053788.70798164
774;0.06449742;13552900.42687722;25136207.86998396;7112935.916631417
775;0.06458075000000001;14271417.52537961;24863418.88581564;6178012.845348359
776;0.06466408;14992404.07430595;24571171.60965164;5269867.848886712
777;0.06474741000000001;15699319.86322043;24238993.96920872;4390899.769029852
778;0.06483074;16375850.3614146;23907239.63159075;3561487.618641815
779;0.06491407;17046128.882945;23561160.75314307;2796075.299190324
780;0.0649974;17691468.88337305;23224139.28947621;2089560.065483233
781;0.06508073;18305622.39164234;22870343.50990304;1438826.498869627
782;0.06516406;18873130.12595924;22516778.30263792;842147.9368594108
783;0.06524739;19437313.19548023;22156413.62847328;293549.9881315596
784;0.06533071999999999;19978354.23508862;21797590.51267193;217652.9976129824
785;0.06541405;20495472.46873377;21408202.90820298;695483.8326902303
786;0.06549738000000001;21008582.21563456;21010323.17506521;1154697.353957413
787;0.06558071;21468324.57691266;20586334.86071561;1599252.357677881
788;0.06566404000000001;21913057.66293157;20140563.15749449;2039696.045089795
789;0.06574737;22355107.64047398;19671226.5961506;2478647.106859891
790;0.06583070000000001;22773476.66166778;19185246.1615132;2914150.180175525
791;0.06591403;23137098.85510799;18691647.82331514;3349737.591574158
792;0.06599736;23498482.63186982;18185471.95588599;3786577.184932995
793;0.06608069;23880488.37048474;17681385.28140255;4222399.542956323
794;0.06616402;24213036.78586816;17152385.69105331;4669441.836065161
795;0.06624735;24519329.31990736;16608822.95943992;5128825.785963429
796;0.06633068;24836480.5719814;16053656.95146938;5618597.986007333
797;0.06641401;25116756.36920411;15471931.07181304;6154907.17144401
798;0.06649734;25412582.13004199;14872957.34322801;6733614.300721347
799;0.06658066999999999;25668512.9787544;14264478.82737245;7362481.308106245
800;0.066664;25906809.60347001;13632405.36290715;8016360.405043922
801;0.06674733000000001;26113071.02369015;12965809.21136554;8792037.724260088
802;0.06683066;26271070.55235118;12291984.72438143;9731994.122892072
803;0.06691399000000001;26408654.49159554;11578843.62374022;10678989.28932716
804;0.06699732;26486020.74265095;10851535.75470723;11605940.26445077
805;0.06708065000000001;26544295.203461;10092372.90540197;12513688.48336262
806;0.06716398;26545875.29882151;9314503.430805707;13387483.83312998
807;0.06724731;26493932.8838852;8514292.038268549;14238060.61394782
