"Time-Step";"flow-time";"current_in_a";"current_in_b";"current_in_c"
808;0.06733064;26407964.10093565;7681658.326990204;15045851.26259208
809;0.06741397;26267462.06885006;6840212.059081289;15823341.81186376
810;0.0674973;26089756.87706074;5987294.36840776;16562358.07944297
811;0.06758063;25872517.70122983;5148757.924069236;17275304.09450128
812;0.06766396;25634700.3963424;4324043.653331148;17992710.23680218
813;0.06774729;25368324.20957746;3516561.201980848;18712054.33109785
814;0.06783062000000001;25069765.26216323;2741625.845407881;19409896.77782525
815;0.06791395;24747951.05418325;2001709.246014692;20073270.73317574
816;0.06799728000000001;24409414.66231638;1309773.830136652;20648820.65364951
817;0.06808061;24042694.53649461;661840.9132040874;21199418.72981765
818;0.06816394000000001;23652658.83024717;135970.3042468004;21686896.11613621
819;0.06824727;23227387.24278283;554625.6902249937;22156544.35222804
820;0.06833060000000001;22792217.09387309;1085234.751043751;22627500.94217651
821;0.06841393;22323433.24044582;1590478.907090865;23074241.67582226
822;0.06849726;21829071.99099765;2064443.871595477;23427639.26898028
823;0.06858059;21307354.68517657;2520147.175615049;23761661.80309429
824;0.06866392;20763172.53981337;2964071.946621623;24082357.11474527
825;0.06874725;20185722.5297972;3397153.144228417;24333138.39394018
826;0.06883058;19585926.03734896;3823076.608725694;24594330.18206584
827;0.06891390999999999;18954934.94291399;4247552.659792101;24778162.47721841
828;0.06899724;18290138.35064809;4709564.739885364;24956579.66289971
829;0.06908057000000001;17599002.35607166;5186341.111435798;25115457.70915245
830;0.0691639;16874610.38910167;5726002.829832054;25241429.9446809
831;0.06924723000000001;16117994.64388056;6347312.364509396;25347108.74319211
832;0.06933056;15336014.47241885;7012387.300534356;25441911.09128023
833;0.06941389000000001;14535019.13984969;7703121.009032905;25483534.98713505
834;0.06949722;13690615.2220876;8412053.221584989;25555608.69529509
835;0.06958055;12819781.13618174;9143792.169264153;25540243.94321262
836;0.06966388;11934976.22487951;9896872.444771856;25539152.43254619
837;0.06974721;11033009.23441374;10660693.14009837;25504333.91507666
838;0.06983054;10117450.43834461;11449114.8767621;25437851.58237606
839;0.06991387;9184072.410784604;12253580.15607055;25342279.85883383
840;0.0699972;8230647.596857668;13058545.03967805;25206667.26235436
841;0.07008053;7255509.00734114;13876931.05014092;25051206.77666716
842;0.07016386000000001;6272646.039547903;14687530.83009993;24876988.95306106
843;0.07024719;5317578.505918476;15470986.8857942;24671106.25914913
844;0.07033052000000001;4397051.128672667;16252257.42928762;24448878.81105082
845;0.07041385;3545171.683548318;17002742.96684299;24217167.77827402
846;0.07049718000000001;2734189.553091833;17760910.33494143;23965882.12296207
847;0.07058051;1972826.833390594;18513322.3324848;23728707.80454388
848;0.07066384000000001;1281560.813458452;19255983.07137806;23469256.44819135
849;0.07074717;691061.6800428914;19978086.46570969;23207106.57435386
850;0.0708305;172078.6938939008;20672186.91820709;22928909.85315439
851;0.07091383;317854.0004560786;21348688.0311206;22631843.32157665
852;0.07099716;782427.416871508;22018951.13370514;22318867.96509278
853;0.07108049;1231354.043882278;22601875.95389579;22005308.61395092
854;0.07116382;1670379.415819078;23144081.79707244;21670629.28412512
855;0.07124715;2104382.71258604;23658664.46230551;21269019.38559441
856;0.07133048;2535908.81739279;24129757.37780733;20857685.18205533
857;0.07141381000000001;2961093.622131841;24535940.94829059;20403028.66026149
858;0.07149714;3383286.014816533;24902093.04683748;19899923.40572299
859;0.07158047000000001;3804073.356045918;25224789.35075535;19381795.62342581
860;0.0716638;4223623.456483874;25491264.11910427;18820427.60804785
861;0.07174713000000001;4653013.397648015;25722098.28626041;18214556.33117058
862;0.07183046;5103854.306086145;25917874.14382884;17569367.33797896
863;0.07191379000000001;5586086.874160512;26046174.39438454;16874159.50176305
864;0.07199712;6109905.677988957;26144839.77840414;16138061.71377141
865;0.07208045;6675051.035904981;26201770.06133812;15359008.31489179
866;0.07216378;7333204.270609763;26221678.59341684;14535182.49286131
867;0.07224711;8041432.642418987;26198857.69690414;13675297.09689581
868;0.07233044;8783795.726050511;26147694.97745315;12791648.02789393
869;0.07241377;9579548.340357687;26056398.9526825;11886291.71886399
870;0.07249709999999999;10420416.39127395;25942038.38970546;10958490.56538818
871;0.07258043;11222941.63436996;25793779.09469502;10031688.16115941
872;0.07266376000000001;11997935.48383055;25627044.30865328;9109041.889430344
873;0.07274709;12766810.2635161;25414564.57094032;8170322.665529155
874;0.07283042000000001;13492458.65035973;25172360.44999982;7245655.354706254
875;0.07291375;14205223.72663251;24902401.49567132;6318034.057682762
876;0.07299708000000001;14923075.56773089;24604605.61507771;5404037.314599633
877;0.07308041;15630845.24843249;24273847.04864439;4511665.093699887
878;0.07316374;16328987.73760027;23939996.68780214;3665790.710245549
879;0.07324707;16984437.06283683;23591268.26966896;2872787.863147787
880;0.0733304;17643746.93792699;23241664.84664711;2139222.508720819
881;0.07341373;18252735.60900864;22885150.73497296;1468562.48511013
882;0.07349706;18812233.15302855;22527719.32742976;855505.9938783548
883;0.07358039;19360567.01555276;22161895.67307361;295897.4334269736
884;0.07366372;19902858.70641255;21804421.64028688;220407.5731573502
885;0.07374705000000001;20448817.63483342;21414707.94199651;701606.0395308299
886;0.07383038;20937574.54343918;21013079.01786352;1161632.160336912
887;0.07391371000000001;21410501.79273096;20591556.90633935;1607560.665094587
888;0.07399704;21864586.56742238;20148795.48759459;2044486.391586248
889;0.07408037000000001;22311976.30203922;19674202.93259261;2482690.200184228
890;0.0741637;22730643.75686281;19191921.42228115;2919933.787866532
891;0.07424703000000001;23101755.6486085;18695465.89541873;3356612.655680595
892;0.07433036;23470707.09377935;18189738.26405432;3792895.910538289
893;0.07441369;23847501.35114056;17683992.12128396;4229660.503428935
894;0.07449702;24186433.85718176;17155588.97943707;4675271.029334351
895;0.07458035;24502332.92710596;16611815.47693283;5134155.068963765
896;0.07466368;24837163.97081782;16053056.35760046;5626036.106552579
897;0.07474701;25125367.97539102;15475738.3603998;6160110.831643878
898;0.07483034;25402741.52070597;14879189.34158047;6739203.785732237
899;0.07491367;25666858.59642623;14263975.36804701;7366507.24878062
900;0.07499700000000001;25897819.87911641;13637058.0245846;8021766.29679655
901;0.07508033;26087039.02287976;12981047.50922387;8786647.569838716
902;0.07516366000000001;26259999.3958075;12301220.11270421;9727073.500866421
903;0.07524699;26391061.14719114;11595151.84211667;10660215.22045311
904;0.07533032000000001;26473435.12170367;10864738.11987176;11599645.28377306
905;0.07541365;26524335.24263979;10109126.30552108;12493497.74346347
906;0.07549698000000001;26550687.83472601;9318351.191209001;13391098.23878803
907;0.07558031;26519919.34797014;8503203.586882439;14273094.47822729
908;0.07566364;26441859.81377;7674500.451457457;15084544.3463434
909;0.07574697;26303049.53089357;6842473.620931732;15845693.78253474
910;0.0758303;26121890.77938152;5993369.493213943;16588243.16844399
911;0.07591363;25911943.47844705;5145689.339271684;17361286.3723722
912;0.07599696;25672522.26042337;4314414.939199904;18099564.17756915
913;0.07608029000000001;25399006.74628487;3510861.793857852;18771081.61838099
914;0.07616362;25098903.37079823;2742223.1638809;19414574.14373921
915;0.07624695000000001;24768913.34635623;2005770.931057335;20065031.83466979
916;0.07633028;24421296.58310027;1306655.819900107;20706296.01887178
917;0.07641361000000001;24051921.07905606;660319.708873648;21240676.40141858
918;0.07649694;23655494.3641823;136472.2300710811;21686623.31221152
919;0.07658027000000001;23239167.73032524;553561.472130817;22166607.47208396
920;0.0766636;22794885.80310776;1082182.507497323;22610739.95506492
921;0.07674693;22325015.75118427;1586260.734050727;23037176.43193301
922;0.07683026;21829998.69576594;2061052.189324597;23419067.37415449
923;0.07691359;21315704.01707831;2518387.029806776;23779243.04917237
924;0.07699692;20757664.82424353;2958396.675333098;24067094.57099551
925;0.07708025;20177410.29997347;3391325.012073879;24320099.36820831
926;0.07716358;19581726.03507441;3823036.382178482;24560772.51235646
927;0.07724691;18942884.42758773;4248145.846019557;24764186.01479128
928;0.07733024000000001;18280917.64611739;4707664.735176784;24954926.97438107
929;0.07741357;17590103.48001909;5181236.707280295;25114226.23482868
930;0.07749690000000001;16848178.3187504;5726110.26188679;25235979.09218824
931;0.07758023;16075669.44132412;6347082.497107253;25340910.78387403
932;0.07766356000000001;15313848.97084929;7008661.145876135;25441364.02831039
933;0.07774689;14504094.48081678;7702666.149926704;25476984.68875585
934;0.07783022000000001;13673831.909828;8405015.447705373;25540085.81746568
935;0.07791355;12823852.18566295;9134446.12285378;25558864.45987246
936;0.07799688;11942599.22881067;9891312.661858436;25548201.87998993
937;0.07808021;11054622.27494735;10644739.51690883;25458584.61104397
938;0.07816354;10133343.02341415;11434928.94834525;25398427.09212384
939;0.07824687;9195282.452206705;12242805.20411517;25279124.69864542
940;0.0783302;8216834.710771113;13054593.38008658;25189442.57750271
941;0.07841353;7234321.776183634;13877155.95647412;25048714.20666296
942;0.07849686;6248457.262860318;14686599.3471965;24833803.88080775
943;0.07858019000000001;5295541.89209607;15472187.65446322;24653776.06319666
944;0.07866352;4390921.853115592;16239849.1414839;24458112.16756922
945;0.07874685000000001;3544237.117703369;16980476.16188905;24230871.78550892
946;0.07883018;2738572.599281939;17736530.69695572;23981077.26804346
947;0.07891351000000001;1975638.181722678;18488883.0750658;23750323.30843847
948;0.07899684;1286592.956433375;19227039.49145517;23502617.90501846
949;0.07908017000000001;693845.1165248725;19972238.9117255;23246241.80579005
950;0.0791635;175074.0787397819;20666777.16196803;22974231.05919439
951;0.07924683;317224.9695957972;21358656.3074579;22683087.80319361
952;0.07933016;777609.9798140012;21979711.61656092;22374112.45639616
953;0.07941349;1230341.008613032;22606308.98205369;22045142.9683887
954;0.07949682;1672286.958657317;23170939.72987543;21685259.95275725
955;0.07958015;2104164.098434417;23648192.33526284;21281020.09012023
956;0.07966348000000001;2534945.011889443;24116832.48555635;20856242.40936894
957;0.07974681;2962775.511203955;24547397.38022151;20393752.22073562
958;0.07983014000000001;3384996.705824065;24901986.28322832;19881372.34106671
959;0.07991347;3806489.35186892;25215355.07867185;19335139.13043436
960;0.07999680000000001;4224552.939860119;25479838.76647387;18754819.14304647
961;0.08008013;4653885.867098673;25714891.15445334;18142086.37905723
962;0.08016346000000001;5105951.713529024;25891321.13178949;17480235.48467475
963;0.08024679;5587457.57912128;26019713.38278244;16781692.34634216
964;0.08033012;6111272.975046701;26113616.0838199;16042585.13713187
965;0.08041345;6680120.859435189;26180075.41593812;15268709.79708578
966;0.08049678;7336308.32815739;26199517.39494364;14450335.4958111
967;0.08058011;8040675.458668306;26180528.25651854;13608604.47496861
968;0.08066344;8787329.630667953;26130650.4481994;12726371.11224469
969;0.08074677;9582127.217709126;26037196.37176346;11814203.25688499
970;0.0808301;10419537.71843947;25926238.33853693;10883927.87741051
971;0.08091343000000001;11225997.24063484;25769040.30397589;9944846.580798119
972;0.08099676;12008308.82050197;25589315.44120666;9002176.949566778
973;0.08108009000000001;12777961.15443386;25379883.1910947;8060317.293028846
974;0.08116342;13527394.69792168;25133281.06644898;7121023.491681063
975;0.08124674999999999;14240322.99321479;24870825.82983501;6188198.02239999
976;0.08133008;14968811.66864093;24574822.64322485;5278513.232652283
977;0.08141341000000001;15677960.99726857;24254545.28628942;4403962.55666321
978;0.08149674;16375336.93855499;23921156.67753292;3576756.612467319
979;0.08158007;17060773.92683879;23579526.52741088;2808408.098885465
980;0.0816634;17699938.32923969;23240292.3335103;2100299.513609624
981;0.08174673;18301166.10554384;22877753.36687564;1446527.375834021
982;0.08183006;18875969.09695359;22522433.78377505;845749.8812409942
983;0.08191339;19424008.36023967;22155423.86153586;296494.8415970867
984;0.08199672;19987000.37852992;21804220.00228955;216163.4555652352
985;0.08208005;20535096.6881197;21418370.35170279;695754.9969089425
986;0.08216337999999999;21054745.25146234;21030071.68500156;1154693.576175374
987;0.08224671;21533313.39614576;20607892.50487668;1600194.157866797
988;0.08233003999999999;22005305.52351232;20172740.27492231;2038991.510916254
989;0.08241337;22440737.26725616;19702294.47120592;2478517.739125819
990;0.08249669999999999;22857560.23322812;19233039.39259939;2913255.525634841
991;0.08258003;23246616.97013429;18744254.12784769;3350140.213675649
992;0.08266336000000001;23632811.22072642;18235384.09505167;3789008.697846625
993;0.08274669;23992628.33265071;17715942.15870934;4226054.662716579
994;0.08283002;24331993.30401856;17194243.26453967;4672377.469381284
995;0.08291335;24669429.0004361;16656133.01937195;5134824.195701163
996;0.08299668;24987452.14182202;16103700.74204046;5626534.267562696
997;0.08308001;25272665.22445612;15523250.78119339;6157177.08561945
998;0.08316334;25542045.72078172;14921800.16555811;6741993.850878368
999;0.08324666999999999;25778375.86736212;14301627.36399857;7369936.615570452
1000;0.08333;25980132.61306448;13659092.29306766;8025476.492930052
1001;0.08341332999999999;26174612.40717496;12987932.70803432;8801464.26840074
1002;0.08349666;26309768.418864;12296033.05226113;9741318.714246199
1003;0.08357998999999999;26435549.2750053;11576891.14873306;10680846.08647747
1004;0.08366332;26524285.81306282;10844737.42288675;11611803.49749753
1005;0.08374664999999999;26572592.99869569;10075564.9413498;12515418.98494759
1006;0.08382998;26582526.85401898;9283044.755993303;13409838.17743209
1007;0.08391331;26551314.01972608;8462430.968952781;14268175.47939199
1008;0.08399664;26471357.81883042;7618203.243910269;15082915.39637667
1009;0.08407997;26331639.69006999;6767125.700444531;15872055.57093338
1010;0.0841633;26161007.35029856;5917709.727076758;16614612.47056433
1011;0.08424663;25946530.44563166;5078108.767810201;17339970.16314014
1012;0.08432996;25696561.8682484;4254154.757944579;18066498.95307303
1013;0.08441329;25422392.56983132;3452594.358823696;18777420.9555427
1014;0.08449661999999999;25111466.94148083;2690537.078580536;19401347.49665627
1015;0.08457995;24772099.57112591;1968676.172506023;19984576.57191444
1016;0.08466327999999999;24416288.30109392;1282623.52770793;20566057.01209988
1017;0.08474661;24055037.59302859;641576.4080971235;21139578.35008047
1018;0.08482993999999999;23661946.77010914;132049.8258737385;21695563.75222188
1019;0.08491327;23252022.61012536;571750.5817694183;22192201.63980944
1020;0.08499660000000001;22818739.27784259;1098279.107018187;22650626.17500552
1021;0.08507993;22360752.7256601;1597610.561751926;23061507.45458118
1022;0.08516326;21874850.15460903;2071043.183749131;23433233.37198862
1023;0.08524659;21356414.64837971;2527060.786935239;23780971.34019582
1024;0.08532992;20812000.94107673;2968765.425422067;24101909.1137102
1025;0.08541325;20241169.2787294;3401990.752681043;24365161.02751246
1026;0.08549658;19640216.10432987;3829253.914813206;24598888.81380898
1027;0.08557991;19013216.77677291;4256692.858963119;24806777.94679899
1028;0.08566324;18357265.75633376;4711510.106845695;24993059.13498117
1029;0.08574656999999999;17672392.69534209;5194390.264994745;25146738.24424965
1030;0.0858299;16956567.30937057;5736263.120849402;25309773.20161377
1031;0.08591322999999999;16207665.82452752;6358322.1533462;25423257.81758663
1032;0.08599656;15430003.29581387;7025791.715480265;25503133.12180575
1033;0.08607988999999999;14622293.55449704;7717088.876521442;25569916.57227426
1034;0.08616322;13788268.62356815;8423986.410582002;25624554.23479744
1035;0.08624655000000001;12929779.74387272;9161722.335732967;25634523.96994735
1036;0.08632988;12044122.53660196;9916868.229697432;25636994.89633609
1037;0.08641321;11148921.75691965;10678479.70255946;25598222.67972302
1038;0.08649654;10232693.10930312;11470828.52495167;25532563.08397081
1039;0.08657987;9299387.591743497;12275625.80207173;25433886.65541308
1040;0.0866632;8354101.654510406;13079869.70399501;25305946.28692048
1041;0.08674653;7397766.052940045;13897970.56589004;25150889.64232564
1042;0.08682985999999999;6446459.184675209;14706111.88310251;24970342.29758174
1043;0.08691319;5512476.688509465;15490257.15428131;24758549.93058688
1044;0.08699651999999999;4602457.83558556;16255905.65919024;24536518.01669907
1045;0.08707985;3724404.656579368;17007862.46624925;24294725.46510132
1046;0.08716317999999999;2886467.787643389;17757447.02864503;24042883.1129122
1047;0.08724651;2093646.035042941;18504992.40637864;23785763.57968265
1048;0.08732984000000001;1374656.651987371;19240636.98581841;23530653.38142826
1049;0.08741317;753673.4156312033;19971150.87362906;23257089.50723631
1050;0.0874965;204708.6326301075;20670729.80982105;22966845.89425017
1051;0.08757983;306422.1271515675;21334207.34384452;22664658.87307682
1052;0.08766316;782511.6381160971;21958232.25966545;22323281.7450169
1053;0.08774649;1241101.466727772;22560588.32379545;22003103.61072695
1054;0.08782982;1688042.102531805;23107390.42842248;21641678.05680763
1055;0.08791315;2125969.159477786;23610977.12320994;21233540.00301539
1056;0.08799648;2559047.821581171;24092097.00346724;20831955.88935064
1057;0.08807980999999999;2986636.605330599;24487711.82815577;20379687.02234372
1058;0.08816314;3413241.30725943;24856185.38972032;19880983.94651553
1059;0.08824646999999999;3834050.415287241;25171154.48056279;19357661.10293571
1060;0.0883298;4255708.553862548;25452659.88257764;18799779.51113884
1061;0.08841312999999999;4685742.523457758;25685312.38641949;18175261.77295373
1062;0.08849646;5136066.549568122;25881609.71593583;17521596.71291313
1063;0.08857979000000001;5615023.363767297;26014354.70594507;16820854.70750595
1064;0.08866312;6141416.493662325;26125679.31013773;16095233.21466903
1065;0.08874645;6704436.224557048;26184242.54907046;15306718.29899733
1066;0.08882978;7358988.888133652;26218329.30030399;14491070.11814073
1067;0.08891311;8068404.771050967;26203906.92821345;13635351.47145242
1068;0.08899644;8812281.331508469;26151441.13834995;12749341.25866576
1069;0.08907977;9605149.328089442;26066052.33000086;11827632.7621
1070;0.0891631;10450729.83425044;25954331.83670014;10892816.38087919
1071;0.08924643;11268501.20783735;25802927.91764113;9955548.67481795
1072;0.08932975999999999;12050294.97873303;25628359.66816565;9019616.231540866
1073;0.08941309;12842599.09822762;25421782.8031732;8082235.55339725
1074;0.08949641999999999;13581366.82753178;25189584.4139133;7160118.212333424
1075;0.08957975;14296797.05150569;24919334.03212118;6227885.409883654
1076;0.08966307999999999;15026794.42891609;24619343.94821923;5308493.782509026
1077;0.08974641;15742291.5053329;24302721.63089642;4441420.414310871
1078;0.08982974000000001;16417345.67221191;23974961.79839205;3619936.950486876
1079;0.08991307;17062908.00400131;23628064.87511671;2848035.018769887
1080;0.0899964;17727414.42489689;23283560.21482449;2122464.625967142
1081;0.09007973;18339756.86370375;22929778.35061666;1457450.194635683
1082;0.09016306;18941407.77119481;22572558.30697889;848492.0204715134
1083;0.09024639;19485467.79336762;22206664.34328762;293822.2584512595
1084;0.09032972;20027007.01178417;21848853.54174333;220059.1228221202
1085;0.09041304999999999;20563411.36949366;21465516.65149057;699074.4941072605
1086;0.09049638;21083141.3569371;21072057.92990328;1158013.618541909
1087;0.09057970999999999;21576858.24260421;20652461.37351745;1603695.196574028
1088;0.09066304;22045062.82531272;20208125.40934286;2041487.146780882
1089;0.09074636999999999;22481422.05903092;19736900.10780594;2480442.624651744
1090;0.0908297;22890218.33530557;19260476.72802265;2915290.115576249
1091;0.09091303000000001;23269176.05385713;18768007.388257;3351902.709710661
1092;0.09099636;23624898.57187732;18256649.47938438;3788878.196034021
1093;0.09107969;23983671.64220756;17736769.41148775;4225300.775148869
1094;0.09116302;24335344.8937485;17214414.4817146;4672222.335980127
1095;0.09124635;24689226.52000379;16675698.0134973;5131858.553853236
1096;0.09132968;25005667.25996295;16116844.76795946;5622369.451785632
1097;0.09141301;25308391.71629743;15532035.05000196;6157256.413358801
1098;0.09149634;25581548.85749448;14920021.89050206;6740090.870244478
1099;0.09157967;25836099.64523816;14307149.47714466;7370367.811206256
1100;0.09166299999999999;26045506.17468474;13661910.4792801;8025081.075274711
1101;0.09174633;26233611.05445316;12999125.21577639;8795460.490741923
1102;0.09182965999999999;26373021.8391181;12305028.50705291;9732574.263950612
1103;0.09191299;26497692.6780974;11586006.1697472;10674762.99205032
1104;0.09199631999999999;26570493.85550051;10850352.69752313;11619871.46896185
1105;0.09207965;26628372.34994518;10075249.69277731;12535919.31577557
1106;0.09216298000000001;26608144.07237962;9295466.052216752;13406451.28336631
1107;0.09224631;26559896.90186595;8489949.033514498;14245482.00560441
1108;0.09232964;26453638.24588929;7649790.256688091;15057326.06716189
1109;0.09241297;26325409.83430209;6795746.071918692;15871549.72468159
1110;0.0924963;26129847.80420164;5939641.430843447;16634380.38169451
1111;0.09257963;25915548.79680737;5096318.145659965;17373840.17978457
1112;0.09266296;25668841.83934509;4269217.879074589;18065230.32440952
1113;0.09274629;25404012.79999715;3471098.507368318;18740778.77105962
1114;0.09282962;25114607.989952;2697400.681272939;19428182.24340275
1115;0.09291294999999999;24796329.28752562;1965509.845929974;20090508.55286218
1116;0.09299628;24465138.28630144;1279534.669132302;20641389.61270314
1117;0.09307960999999999;24108665.36484345;639458.5670371164;21182659.88014572
1118;0.09316294;23719708.22366261;130857.0347254853;21732822.62500245
1119;0.09324627000000001;23316401.50377737;572589.3985851757;22203669.04922251
1120;0.0933296;22891483.88857216;1098771.748213065;22666624.19630744
1121;0.09341293000000001;22433909.16699515;1598492.185973392;23090906.07827551
1122;0.09349626;21941746.85838117;2071288.453331894;23461185.94228941
1123;0.09357959;21414429.01759778;2527339.950903155;23793945.3089466
1124;0.09366292;20859754.92977728;2968595.595893793;24115129.41097445
1125;0.09374625;20275095.69759956;3403618.790636059;24378589.68273021
1126;0.09382958;19664544.58064304;3829091.160483893;24611054.34540034
1127;0.09391291;19029583.67808554;4258621.845737983;24810210.27387695
1128;0.09399623999999999;18371120.77723471;4710450.843579374;24989019.79194407
1129;0.09407957;17687229.66682827;5193048.472593027;25137788.86205141
1130;0.09416289999999999;16980259.00948099;5729993.108448417;25296720.92824401
1131;0.09424623;16238826.55276643;6352656.095267249;25406645.34720062
1132;0.09432955999999999;15463439.62691748;7017309.30266818;25493923.10756451
1133;0.09441289;14655536.78747758;7709966.570758048;25560630.85151678
1134;0.09449622000000001;13819772.05215489;8415323.707515223;25626784.69057826
1135;0.09457955;12969105.42113214;9150998.205680784;25647900.24586936
1136;0.09466288;12085965.45405524;9901708.784164414;25645737.53625209
1137;0.09474621;11178404.10789782;10666356.74348949;25603912.59656235
1138;0.09482954;10243619.76011653;11453713.09960148;25522879.96516157
1139;0.09491287;9294180.648146499;12261368.61217451;25432236.65422495
1140;0.0949962;8340918.721694274;13066627.52325984;25311828.07212976
1141;0.09507953;7369083.363289759;13891187.43563786;25159067.50067332
1142;0.09516286;6409058.827112048;14702920.38928555;24981695.32325161
1143;0.09524618999999999;5474576.784913987;15480005.37313504;24764995.54009654
1144;0.09532952;4574292.209235596;16228886.9805881;24536442.31857589
1145;0.09541284999999999;3703464.174335699;16970345.54522828;24290234.96884356
1146;0.09549618;2871946.059168409;17716811.65206999;24036210.35479569
1147;0.09557950999999999;2086601.313631007;18461363.92391714;23775687.04440696
1148;0.09566284;1371271.073474473;19204777.66974971;23514888.62731948
1149;0.09574617000000001;754924.354459579;19921250.18046784;23233780.27712004
1150;0.0958295;207695.6520719763;20616358.64642328;22951167.91938356
1151;0.09591283;304851.5892970958;21289810.39041763;22642098.6138087
1152;0.09599616;780180.1173268355;21915317.95325495;22319205.68265366
1153;0.09607949;1238757.904508573;22508592.2412767;21977443.52473016
1154;0.09616282;1686552.286789904;23072442.89569079;21622673.15223357
1155;0.09624615;2125759.775146077;23590334.88575694;21229717.18222808
1156;0.09632948;2557194.445767728;24028140.31808446;20800633.17625688
1157;0.09641281;2986008.59967548;24465495.05602947;20335849.904853
1158;0.09649613999999999;3411886.399415837;24821780.33630851;19842245.13369266
1159;0.09657947;3832302.003444843;25131898.35612744;19325206.15833464
1160;0.09666279999999999;4255878.058299861;25416049.26780032;18765910.19304354
1161;0.09674613;4684626.648109498;25655719.76169169;18141933.31565579
1162;0.09682946000000001;5131198.689722012;25839687.25388854;17481490.81490237
1163;0.09691279;5609636.203697142;25979507.41851315;16793730.98123872
1164;0.09699612000000001;6136904.245885151;26090954.65772342;16076408.6053809
1165;0.09707945;6697426.28335757;26149709.41778229;15292908.36138276
1166;0.09716278;7347304.904469819;26177177.43403351;14465093.13879912
1167;0.09724611;8051616.832302837;26166631.50804179;13618164.20100831
1168;0.09732944;8794939.793024335;26123452.67145807;12736992.30170839
1169;0.09741277;9590090.47860059;26048391.8413001;11832021.30812424
1170;0.0974961;10435638.89154793;25938491.9872062;10917830.5154782
1171;0.09757942999999999;11254249.68113766;25798110.61668864;10010023.78690039
1172;0.09766276;12039488.26194033;25635774.60439513;9084819.654606719
1173;0.09774608999999999;12815841.27243629;25434321.87704408;8164749.629011707
1174;0.09782942;13554474.79181836;25196507.7692064;7214503.104526735
1175;0.09791274999999999;14274558.32244205;24928986.18869517;6279058.046515146
1176;0.09799608;15012743.58884905;24638678.48791755;5374234.374021436
1177;0.09807941000000001;15728402.04980646;24322027.79462966;4490278.121035153
1178;0.09816274;16407947.01921937;23984679.30442604;3650022.414794774
1179;0.09824607;17053300.46287567;23638779.92480992;2866740.975290813
1180;0.0983294;17725956.70153901;23296605.62716655;2137075.617827974
1181;0.09841273;18341881.91249353;22945362.84649453;1466665.570098957
1182;0.09849606;18926535.46447654;22593169.63939197;856308.8788314763
1183;0.09857939;19472085.46068462;22226251.06127048;300339.5795368653
1184;0.09866272;20026395.78351945;21874721.75800712;214885.9478590313
1185;0.09874605;20563437.94386285;21488337.633038;694270.8892815107
1186;0.09882937999999999;21086227.64961678;21090820.59972721;1154145.871129135
1187;0.09891271;21580448.68236246;20673712.81994042;1599970.364613178
1188;0.09899603999999999;22046321.97992086;20233505.19703666;2038241.326642503
1189;0.09907937;22470963.44180959;19764911.42038726;2476309.862746258
1190;0.09916269999999999;22876934.47031429;19288825.93421967;2910598.003395449
1191;0.09924603;23269145.04007386;18795336.38210137;3347435.630023607
1192;0.09932936000000001;23653812.75463444;18289567.31592329;3786382.231681311
1193;0.09941269;24034016.61623758;17774495.29220901;4223284.201199096
1194;0.09949602;24390322.75855007;17251353.53646184;4669272.347845488
1195;0.09957935;24740044.40424973;16713613.65998528;5131785.028920401
1196;0.09966268;25056589.05060464;16144578.11057338;5622497.174781813
1197;0.09974601;25357570.99982677;15567483.82492652;6154294.92535784
1198;0.09982934;25618005.31932265;14961077.1877688;6740548.083193422
1199;0.09991267;25850296.94955639;14335121.55187707;7369240.157799718
1200;0.099996;26065884.43123069;13686729.43841678;8027760.674457805
